club_name,end_of_spell,manager,Level,league,tier,sacked,probability_of_sacking_true,error
FC Remscheid,2010-06-30,Thomas Gerstner,Senior,NRW-Liga,5,True,0.8,
Wermelskirchen,2003-06-30,Thomas Hoersen,Senior,Oberliga Nordrhein,4,True,0.8,
B. Leverkusen,1982-06-30,Willibert Kremer,Senior,Bundesliga,1,True,0.8,
Leverkusen II,1997-06-30,Christoph John,Reserve,Regionalliga West/Südwest,III,False,,
RW Oberhausen,1996-03-17,Gerd vom Bruch,Senior,2. Bundesliga,2,True,0.85,
SW Essen,1983-06-30,Willi Entenmann,Senior,Oberliga Westfalen,3,True,0.8,
RW Oberhausen,1980-11-30,Willi Nesensohn,Senior,2. Bundesliga,2,True,0.8,
1.FC Viersen,1978-06-30,Willibert Kremer,Senior,Oberliga Nordrhein,3,True,0.8,
B. Leverkusen,1976-02-10,Willibert Kremer,Senior,Bundesliga,1,True,0.8,
SVU Frintrop,1974-06-30,Willi Nüsser,Senior,Regionalliga West,2,True,0.8,
B. Leverkusen,1973-09-01,Willibert Kremer,Senior,Bundesliga,1,True,0.8,
B. Leverkusen,1972-06-30,Willibert Kremer,Senior,Bundesliga,1,True,0.8,
Leverkusen II,1965-06-30,Erich Ribbeck,Reserve,Oberliga West,2,False,,
Roda JC,1974-06-30,Michel Pfeiffer,Senior,Eredivisie,1,True,0.8,
1.FC Viersen,1973-06-30,Heinz Höher,Senior,Regionalliga West,2,True,0.8,
Rheydter SV,1971-06-30,Willibald Hahn,Senior,Regionalliga West,2,False,,
Union Solingen,1969-06-30,Kurt Sommerlatt,Senior,Regionalliga West,2,True,0.8,
RW Essen,1967-05-30,Fred Harthaus,Senior,Regionalliga West,2,True,0.8,
B. Leverkusen,1965-06-30,Erich Garske,Senior,Regionalliga West,2,True,0.8,
F. Düsseldorf,1962-06-30,Karl-Heinz Marotzke,Senior,Oberliga West,1,True,0.8,
Bor. M'gladbach,1960-06-30,Hennes Weisweiler,Senior,Oberliga West,1,False,,
Frankenthal,1956-06-30,Kurt Sommerlatt,Senior,Oberliga Südwest,1,True,0.8,
Chio Waldhof 07,1955-06-30,Kurt Sommerlatt,Senior,Oberliga Süd,1,False,,
Bor. M'gladbach,1953-06-30,Dietrich Weise,Senior,Oberliga West,1,False,,
Rheydter SV,1951-06-30,Karl Winkler,Senior,Oberliga West,1,True,0.8,
Arm. Hannover,1980-06-30,Hans-Dieter Tippenhauer,Senior,Bundesliga,1,True,0.8,
Altona 93,1968-06-30,Willi Multhaup,Senior,Regionalliga Nord,2,True,0.8,
Hamborn 07,1965-03-10,Fritz Langner,Senior,Regionalliga West,2,True,0.8,
TuS Neuendorf,1964-06-30,Heinz Vollmar,Senior,Oberliga West,1,False,,
B. Leverkusen,1962-03-31,Taufiqur Rahman,Senior,Oberliga West,1,True,0.8,
Bremerhaven 93,1960-06-30,Heinz Spundflasche,Senior,Oberliga Nord,1,True,0.8,
Altona 93,1952-06-30,Karl Höger,Senior,Oberliga Nord,1,False,,
Arm. Hannover,1948-01-31,Fritz Ruchay,Senior,Oberliga Nord,1,True,0.8,
SV Schlebusch,1964-06-30,Heinz Flohe,Senior,Oberliga West,1,True,0.8,
B. Leverkusen,1960-06-30,Eugen Klemmer,Senior,Oberliga West,1,True,0.8,
Wuppertaler SV,1957-04-15,Willibald Kreß,Senior,Oberliga West,1,False,,
E. Braunschweig,1956-06-30,Ferdinand Swatosch,Senior,Oberliga Nord,1,True,0.8,
Fellows ZH,1952-06-30,Ted Davis,Senior,Southern League,3,False,,
Stuttg. Kickers,1950-03-13,Karl Rappan,Senior,Oberliga Süd,1,True,0.8,
Wuppertaler SV,1959-06-30,Willi Fuchs,Senior,Oberliga West,1,True,0.8,
Freiburger FC,1958-06-30,Hannes Vogel,Senior,Oberliga Süd,1,True,0.8,
B. Leverkusen,1957-06-30,Hans-Josef Kretschmann,Senior,Oberliga West,1,True,0.8,
VfL Bochum,1956-06-30,Fritz Silkenböhmer,Senior,Oberliga West,1,True,0.8,
SV 03 Tübingen,1953-02-28,Kurtz,Senior,Oberliga Süd,1,True,0.8,
Schwaben Augsb.,1952-06-30,Hans Hipp,Senior,Oberliga Süd,1,False,,
Alem. Aachen,1951-06-30,Kurt Trautmann,Senior,Oberliga West,1,True,0.8,
Stuttg. Kickers,1950-02-06,Karl Rappan,Senior,Oberliga Süd,1,True,0.8,
ASV Durlach,1948-12-31,Kurt Oettler,Senior,Oberliga Süd,1,False,,
E. Frankfurt,1947-06-30,Walter Dietrich,Senior,Oberliga Süd,1,False,,
1.FSV Mainz 05,1959-06-30,Berkemeyer,Senior,Oberliga Südwest,1,False,,
VfL Wolfsburg,1957-04-01,Ludwig Lachner,Senior,Oberliga Nord,1,True,0.8,
B. Leverkusen,1956-06-30,Hennes Weisweiler,Senior,Oberliga West,1,True,0.8,
Werder Bremen,1953-06-30,Wilhelm Feldmann,Senior,Oberliga Nord,1,False,,
Bor. Dortmund,1951-06-30,Edmund Fröhlich,Senior,Oberliga West,1,True,0.8,
Holstein Kiel,1950-04-01,Fritz Langner,Senior,Oberliga Nord,1,True,0.8,
RW Frankfurt,1948-06-30,Kurt Rebmann,Senior,Oberliga Süd,1,True,0.8,
1. SV Jena,1942-12-31,Wilhelm Görg,Senior,Gauliga Mitte,1,False,,
Dresdner SC 1898,1937-01-01,Heinrich Riso,Senior,Gauliga Sachsen,1,True,0.8,
VfL Benrath,1935-06-30,Kurt Lang,Senior,Bezirksliga,2,True,0.8,
VfB Bottrop,1933-06-30,Kurt Otto,Senior,Bezirksliga,2,True,0.8,
B. Leverkusen,1953-06-30,Ludwig Gärtner,Senior,Oberliga West,1,True,0.8,
Jahn Regensburg,1950-06-30,Kuno Klötzer,Senior,Oberliga Süd,1,True,0.8,
RW Essen,1959-06-30,Fritz Pliska,Senior,Oberliga West,1,True,0.8,
Wuppertaler SV,1956-06-30,Willi Fuchs,Senior,Oberliga West,1,True,0.8,
B. Leverkusen,1952-06-30,Eugen König,Senior,Oberliga West,1,True,0.8,
Wormatia Worms,1949-06-15,Kurt Sommerlatt,Senior,Oberliga Süd,1,False,,
RW Essen,1949-06-01,Karl Flink,Senior,Oberliga West,1,True,0.8,
SAK 1914,1961-06-30,Karl Schneider,Senior,Austrian Bundesliga,1,True,0.8,
SAK 1914,1955-06-30,Karl Schneider,Senior,Austrian Bundesliga,1,True,0.8,
Amateure Steyr,1954-06-30,Karl Kowanz,Senior,Austrian Staatsliga A,1,True,0.8,
SAK 1914,1953-06-30,Karl Schneider,Senior,Austrian Bundesliga,1,False,,
SAK 1914,1951-12-31,Karl Schneider,Senior,Austrian Bundesliga,1,False,0.2,
B. Leverkusen,1950-12-31,Eugen König,Senior,Oberliga West,1,True,0.8,
1.FC Nuremberg,1949-12-30,Alfred Schaffer,Senior,Oberliga Süd,1,True,0.8,
Stuttg. Kickers,1948-12-30,Karl Rappan,Senior,Oberliga Süd,1,False,,
TeBe Berlin,1945-06-30,Willi Müller,Senior,Gauliga Berlin-Brandenburg,1,True,0.8,
Forts. Hartha,1940-06-30,Kurt Sobotka,Senior,Gauliga Niederrhein,1,True,0.8,
PSV Chemnitz,1937-06-30,Wilhelm Görgner,Senior,Gauliga Sachsen,1,True,0.8,
TeBe Berlin,1929-06-30,Willi Schwenzfeier,Senior,Oberliga Berlin-Brandenburg,1,False,,
Wormatia Worms,1960-06-15,Kurt Sommerlatt,Senior,Oberliga Süd,1,True,0.8,
SW Essen,1957-06-30,Fritz Buchloh,Senior,Oberliga West,1,True,0.8,
1.FC Köln,1954-06-30,Karl Flink,Senior,Oberliga West,1,False,,
Pr. Dellbrück,1953-05-17,Hennes Weisweiler,Senior,Oberliga West,1,False,,
B. Leverkusen,1949-06-30,Ernst Kuzorra,Senior,Oberliga West,1,False,,
RW Oberhausen,1948-09-27,Karl Winkler,Senior,Oberliga West,1,True,0.8,
VfV Hildesheim,1959-04-01,Heinz Ludewig,Senior,Oberliga Nord,1,True,0.8,
VfL Osnabrück,1957-03-01,Fritz Bien,Senior,Oberliga Nord,1,True,0.8,
Arm. Hannover,1954-06-30,Fritz Maas,Senior,Oberliga Nord,1,True,0.8,
Eimsbütteler TV,1953-06-30,Hans-Heinrich Rehberg,Senior,Oberliga Nord,1,False,,
SF Katernberg,1951-06-30,Kurt Sobotka,Senior,Oberliga West,1,True,0.8,
Hertha BSC,2024-06-30,Pál Dárdai,Senior,Bundesliga,1,True,0.8,
Hertha BSC,2021-11-29,Pál Dárdai,Senior,Bundesliga,1,True,0.85,
Hertha BSC U16,2021-01-25,Stevan Stojanović,Youth,U17 Bundesliga,Youth Tier 1,False,,
Hertha BSC,2019-06-30,Pál Dárdai,Senior,Bundesliga,1,False,,
Hertha BSC Yth.,2015-02-04,Lukas Kwasniok,Youth,U-19 Bundesliga,1,True,0.8,
Hertha BSC U17,2013-06-30,Lukas Kwasniok,Youth,U-17 Bundesliga,1,False,,
Hertha BSC,2023-04-16,Sandor Torghelle,Senior,Bundesliga,1,True,0.85,
Dynamo Moscow,2022-06-30,Slaviša Jokanović,Senior,Russian Premier League,1,True,0.85,
1.FSV Mainz 05,2019-11-10,Sandro Schwarz,Senior,Bundesliga,1,True,0.85,
FSV Mainz 05 II,2017-06-30,Sandrino Braun,Reserve,Regionalliga Südwest,4,False,,
Mainz 05 U19,2015-02-16,Benjamin Hoffmann,Youth,U-19 Bundesliga,1,True,0.8,
1.FC Eschborn,2013-06-30,Oliver Reck,Senior,3. Liga,Third Tier,True,0.8,
Wehen Wiesbaden,2010-03-09,Thomas Weber,Senior,3. Liga,Third Tier,True,0.85,
Wehen Wiesbaden,2009-06-30,Gerd Schädlich,Senior,3. Liga,Third Tier,True,0.8,
AO Kavala,2022-03-26,Giannis Chatzinikolaou,Senior,Super League 2,2,True,0.85,
Hertha BSC,2020-04-08,Jürgen Klinsmann,Senior,Bundesliga,1,True,0.85,
FC Ingolstadt,2018-11-26,Martin Schmidt,Senior,2. Bundesliga,2,True,0.85,
Werder Bremen,2017-10-30,Alexander Nouri,Senior,Bundesliga,1,True,0.85,
Werder Bremen,2016-10-01,Viktor Skrypnyk,Senior,Bundesliga,1,True,0.85,
W. Bremen II,2016-09-18,Florian Kohfeldt,Reserve,3. Liga,Third Tier,False,,
W. Bremen II,2014-10-25,Florian Kohfeldt,Reserve,3. Liga,Third Tier,True,0.85,
VfB Oldenburg,2014-06-30,Thomas Richter,Senior,Regionalliga Nord,4,True,0.8,
VfB Oldenburg,2013-04-21,Thomas Richter,Senior,Regionalliga Nord,4,True,0.85,
VfB Oldenb. U17,2011-11-18,Thomas Schlieck,Youth,U17 Bundesliga North/North-East,1,True,0.8,
Oldenburg Yth.,2011-06-30,Thomas Richter,Youth,U-19 Bundesliga North/North East,1,False,,
Hertha BSC II,2023-06-30,Antonios Georgallides,Reserve,Regionalliga Nordost,4,False,,
Hertha BSC,2019-11-27,Ante Čović,Senior,Bundesliga,1,True,0.85,
Hertha BSC II,2019-06-30,Ante Čović,Reserve,Regionalliga Nordost,4,False,,
Hertha BSC U19,2013-11-21,Lukas Kwasniok,Youth,U-19 Bundesliga,1,True,0.8,
Hertha BSC Yth.,2013-06-30,Lukas Kwasniok,Youth,U-19 Bundesliga,1,False,,
Hertha BSC,2012-02-18,Michael Skibbe,Senior,Bundesliga,1,True,0.85,
Hertha BSC U19,2012-11-27,Lukas Kwasniok,Youth,U-19 Bundesliga,1,True,0.8,
GW Wolfen,2009-06-30,Ingo Petersen,Senior,NOFV-Oberliga Süd,4,True,0.8,
Babelsberg 03,2007-10-02,Frank Geideck,Senior,Regionalliga Nord,3,True,0.85,
Greuther Fürth,2024-06-30,Stefan Leitl,Senior,2. Bundesliga,2,True,0.8,
Greuther Fürth,2022-10-23,Stefan Leitl,Senior,2. Bundesliga,2,True,0.85,
Greuther Fürth,2022-10-15,Stefan Leitl,Senior,2. Bundesliga,2,True,0.85,
VfB Stuttgart,2020-07-15,Tim Walter,Senior,Bundesliga,1,True,0.85,
TSG Hoffenheim,2012-12-03,Holger Stanislawski,Senior,Bundesliga,1,True,0.85,
Hertha BSC,2011-12-26,Michael Skibbe,Senior,Bundesliga,1,True,0.85,
Hertha BSC,2011-12-18,Michael Skibbe,Senior,Bundesliga,1,True,0.85,
VfB Stuttgart,2009-12-06,Markus Babbel,Senior,Bundesliga,1,True,0.85,
VfB Stuttgart,2009-06-30,Armin Veh,Senior,Bundesliga,1,True,0.85,
FC St. Gallen,2008-06-30,Rolf Fringer,Senior,Swiss Super League,1,True,0.8,
Grasshoppers,2007-06-30,Karl Engel,Senior,Swiss Super League,1,True,0.8,
Stuttgart II,2005-12-31,Rainer Adrion,Reserve,Regionalliga Süd,3,False,,
Stuttgart II,2001-10-09,Rainer Adrion,Reserve,Regionalliga Süd,3,True,0.8,
Stuttgart II,2001-09-12,Rainer Adrion,Reserve,Regionalliga Süd,3,True,0.85,
Western Sydney,2020-01-20,Jean-Paul de Marigny,Senior,A-League,1,True,0.8,
FC Luzern,2018-01-05,Urs Fischer,Senior,Swiss Super League,1,True,0.85,
TSG Hoffenheim,2012-09-19,Holger Stanislawski,Senior,Bundesliga,1,True,0.85,
VfB Stuttgart,2008-11-22,Armin Veh,Senior,Bundesliga,1,True,0.85,
Altglienicke,2024-06-30,Thomas Herbst,Senior,Regionalliga Nordost,4,True,0.8,
Chemnitzer FC,2016-03-02,Karsten Heine,Senior,3. Liga,Third Tier,True,0.85,
Hertha BSC II,2013-06-30,Ludwig Müller,Reserve,Regionalliga Nord,4,False,,
Hertha BSC,2009-10-03,Lucien Favre,Senior,Bundesliga,1,True,0.85,
Hertha BSC II,2009-09-28,Ludwig Müller,Reserve,Regionalliga Nord,4,True,0.8,
Hertha BSC,2007-06-30,Falko Götz,Senior,Bundesliga,1,True,0.85,
Hertha BSC II,2007-04-09,Frank Vogel,Reserve,Regionalliga Nord,4,True,0.8,
Babelsberg 03,1999-10-08,Frank Pastor,Senior,Regionalliga Nordost,3,True,0.85,
Union Berlin,1997-09-25,Frank Pagelsdorf,Senior,2. Bundesliga,2,True,0.8,
Hertha BSC,1995-12-31,Karl-Heinz Feldkamp,Senior,2. Bundesliga,2,True,0.8,
Hertha BSC,1991-06-30,Walter Mohr,Senior,2. Bundesliga,2,True,0.8,
Hertha BSC II,1992-08-11,Werner Voigt,Reserve,Oberliga Nord,3,False,,
Union Berlin,1990-04-09,Karsten Heine,Senior,DDR-Oberliga,1,True,0.8,
OGC Nice,2023-01-09,Lucien Favre,Senior,Ligue 1,1,True,0.85,
Bor. Dortmund,2020-12-13,Lucien Favre,Senior,Bundesliga,1,True,0.85,
OGC Nice,2018-06-30,Lucien Favre,Senior,Ligue 1,1,False,,
Bor. M'gladbach,2015-09-20,Lucien Favre,Senior,Bundesliga,1,True,0.85,
Hertha BSC,2009-09-28,Lucien Favre,Senior,Bundesliga,1,True,0.85,
FC Zürich,2007-06-30,Lucien Favre,Senior,Swiss Super League,1,False,,
Servette FC,2002-06-30,Lucien Favre,Senior,Swiss Super League,1,True,0.8,
Yverdon Sport,2000-06-30,Gilbert Gress,Senior,Nationalliga B,2,True,0.8,
FC Echallens,1995-06-30,Alain Geiger,Senior,Swiss Challenge League,2,True,0.8,
FSV Frankfurt,2016-06-30,Falko Götz,Senior,2. Bundesliga,2,True,0.85,
Saarbrücken,2016-03-02,Fuad Đulić,Senior,3. Liga,Third Tier,True,0.85,
Erzgebirge Aue,2014-09-02,Falko Götz,Senior,2. Bundesliga,2,True,0.85,
Holstein Kiel,2009-09-18,Thomas Stratos,Senior,3. Liga,Third Tier,True,0.85,
Hertha BSC,2007-04-10,Falko Götz,Senior,Bundesliga,1,True,0.85,
1860 Munich,2004-04-17,Falko Götz,Senior,2. Bundesliga,2,True,0.85,
Hertha BSC,2002-06-30,Juergen Roeber,Senior,Bundesliga,1,True,0.85,
Hertha BSC,2002-02-06,Jürgen Röber,Senior,Bundesliga,1,True,0.85,
Hertha BSC II,2000-06-30,Jochem Ziegert,Reserve,Regionalliga Nordost,III,False,,
Bor. M'gladbach,2009-05-28,Hans Meyer,Senior,Bundesliga,1,True,0.85,
1.FC Nuremberg,2008-02-11,Hans Meyer,Senior,Bundesliga,1,True,0.85,
Hertha BSC,2005-11-09,Falko Götz,Senior,Bundesliga,1,True,0.85,
Hertha BSC,2004-06-30,Falko Götz,Senior,Bundesliga,1,True,0.85,
Bor. M'gladbach,2003-12-23,Ewald Lienen,Senior,Bundesliga,1,True,0.85,
Bor. M'gladbach,2003-03-01,Hans Meyer,Senior,Bundesliga,1,True,0.8,
Twente FC,1999-09-05,Hermann Gerland,Senior,Eredivisie,1,True,0.85,
Union Berlin,1995-10-02,Frank Pagelsdorf,Senior,2. Bundesliga,2,True,0.85,
Carl Zeiss Jena,1994-08-27,Thomas Ludwig,Senior,2. Bundesliga,2,True,0.85,
Karl-Marx-Stadt,1993-06-09,Jürgen Böhme,Senior,DDR-Oberliga,1,True,0.8,
Rot-Weiß Erfurt,1987-05-01,Manfred Pochat,Senior,DDR-Oberliga,1,True,0.8,
Carl Zeiss Jena,1983-10-23,Manfred Raiser,Senior,DDR-Oberliga,1,True,0.85,
Carl Zeiss Jena,1971-06-30,Helmut Fischer,Senior,DDR-Oberliga,1,True,0.8,
Hertha BSC Yth.,2015-06-30,Lukas Kwasniok,Youth,U-19 Bundesliga,1,False,,
Hertha BSC U16,2014-06-30,Michael Hartmann,Youth,U17 Bundesliga North/Northeast,Youth Tier 1,False,,
Hertha BSC II,2007-06-30,Frank Vogel,Reserve,Regionalliga Nord,4,False,,
Hertha BSC,2004-01-03,Huub Stevens,Senior,Bundesliga,1,True,0.85,
Hertha BSC,2003-12-23,Huub Stevens,Senior,Bundesliga,1,True,0.85,
Hertha BSC,2021-06-30,Pál Dárdai,Senior,Bundesliga,1,False,,
Hertha BSC U17,2017-06-30,Michael Hartmann,Youth,U17 Bundesliga,1,False,,
Hertha BSC U19,2016-06-30,Lukas Kwasniok,Youth,U19 Bundesliga,1,False,,
Hertha BSC U17,2015-06-30,Michael Hartmann,Youth,U-17 Bundesliga,1,False,,
Holstein Kiel,2010-02-15,Christoph Dabrowski,Senior,3. Liga,Third Tier,True,0.85,
Hertha BSC,2007-04-09,Falko Götz,Senior,Bundesliga,1,True,0.85,
Hertha BSC II,2003-12-04,Falko Götz,Reserve,Regionalliga Nord,3,True,0.8,
Hertha BSC II,2002-02-05,Falko Götz,Reserve,Regionalliga Nord,3,True,0.8,
FC Schalke 04,2020-12-26,Christian Gross,Senior,Bundesliga,1,True,0.85,
FC Schalke 04,2019-06-30,Huub Stevens,Senior,Bundesliga,1,False,,
FC Schalke 04,2021-07-17,Dimitrios Grammozis,Senior,Bundesliga,1,True,0.85,
Roda JC,2018-03-06,Yannis Anastasiou,Senior,Eredivisie,1,True,0.85,
Roda JC,2017-06-30,Yannis Anastasiou,Senior,Eredivisie,1,True,0.85,
FC Schalke 04,2017-04-26,Marcus Weinzierl,Senior,Bundesliga,1,True,0.85,
TSG Hoffenheim,2016-02-10,Huub Stevens,Senior,Bundesliga,1,True,0.85,
FC Schalke 04,2015-10-25,André Breitenreiter,Senior,Bundesliga,1,True,0.85,
VfB Stuttgart,2015-06-30,Huub Stevens,Senior,Bundesliga,1,True,0.85,
VfB Stuttgart,2014-06-30,Thomas Schneider,Senior,Bundesliga,1,True,0.85,
PAOK Salonika,2014-03-03,Georgios Georgiadis,Senior,Super League Greece,1,True,0.85,
FC Schalke 04,2012-12-16,Huub Stevens,Senior,Bundesliga,1,True,0.85,
PSV Eindhoven,2009-01-28,Sef Vergoossen,Senior,Eredivisie,1,True,0.85,
Hamburger SV,2008-06-30,Huub Stevens,Senior,Bundesliga,1,True,0.85,
Roda JC,2007-02-02,Raymond Atteveld,Senior,Eredivisie,1,True,0.85,
Hertha BSC,2003-12-04,Huub Stevens,Senior,Bundesliga,1,True,0.85,
FC Schalke 04,2002-06-30,Huub Stevens,Senior,Bundesliga,1,True,0.85,
Roda JC,1996-10-09,Martin Jol,Senior,Eredivisie,1,True,0.85,
PSV U19,1993-02-28,Adrie Koster,Youth,Eredivisie U19,1,False,,
Mouscron,2020-05-24,Bernd Hollerbach,Senior,Belgian First Division A,1,True,0.85,
Osmanlispor,2017-06-30,Mustafa Resit Akçay,Senior,Süper Lig,1,True,0.8,
Ankaraspor,2009-12-31,Aykan Atik,Senior,Süper Lig,1,True,0.8,
Saturn Ramenskoe,2009-05-15,Jürgen Röber,Senior,Russian Premier League,1,True,0.85,
Bor. Dortmund,2007-03-12,Bert van Marwijk,Senior,Bundesliga,1,True,0.85,
Partizan,2006-05-11,Vladimir Vermezović,Senior,Serbian SuperLiga,1,True,0.8,
VfL Wolfsburg,2004-04-04,Wolfgang Wolf,Senior,Bundesliga,1,True,0.85,
VfB Stuttgart,1995-04-25,Jürgen Röber,Senior,Bundesliga,1,True,0.85,
RW Essen,1993-12-13,Willi Lippens,Senior,2. Bundesliga,2,True,0.85,
RW Essen,1991-06-30,Willi Lippens,Senior,2. Bundesliga,2,True,0.8,
Waldh. Mannheim,2013-04-02,Oscar Corrochano,Senior,3. Liga,Third Tier,True,0.85,
SV Sandhausen,2005-09-30,Lars Schmidt,Senior,Regionalliga Süd,3,True,0.8,
TuS Celle FC,2003-09-15,Frank Schaefer,Senior,Oberliga Nord,4,True,0.8,
Jahn Regensburg,2003-06-30,Günter Sebert,Senior,Regionalliga Süd,3,True,0.8,
VfR Mannheim,2001-03-05,Uwe Rapolder,Senior,Regionalliga Süd,3,True,0.85,
Waldh. Mannheim,1997-03-31,Werner Kern,Senior,2. Bundesliga,2,True,0.85,
Waldh. Mannheim,1996-10-12,Werner Kern,Senior,2. Bundesliga,2,True,0.85,
1.FC Nuremberg,1995-06-30,Rainer Zobel,Senior,Bundesliga,1,True,0.8,
Stuttg. Kickers,1994-06-30, Willi Entenmann,Senior,2. Bundesliga,2,True,0.8,
Hertha BSC,1993-10-20,Bernd Stange,Senior,Bundesliga,1,True,0.85,
Waldh. Mannheim,1991-09-05,Sepp Hermann,Senior,2. Bundesliga,2,True,0.85,
Apol. Limassol,2007-01-07,Nikodimos Papavasiliou,Senior,Cypriot First Division,1,True,0.85,
Perth Glory,2000-12-31,Bernd Stange,Senior,National Soccer League,1,True,0.8,
CSKA Kyiv,1996-07-18,Mykhaylo Fomenko,Senior,Ukrainian Top League,1,True,0.8,
Dnipro,1996-06-30,Mykola Pavlov,Senior,Ukrainian Premier League,1,True,0.8,
Hertha BSC,1995-03-02,Karl-Heinz Feldkamp,Senior,2. Bundesliga,2,True,0.85,
VfB Leipzig,1994-02-21,Jürgen Sundermann,Senior,2. Bundesliga,2,True,0.85,
Hertha BSC,1992-08-20,Bernd Stange,Senior,2. Bundesliga,2,True,0.85,
