club_name,end_of_spell,manager,Level,league,tier,sacked,probability_of_sacking_true,error
Alessandria,1932-06-30,Giovanni Battista Rebaudengo de' Rossi,Senior,Italian Football Championship,1,True,0.8,
Torino,1930-07-06,Pietro Leone,Senior,Italian Football Championship,1,False,0.0,
Prato,1929-06-30,Giuseppe Capozzi,Senior,Italian Football Championship,Seconda Divisione,True,0.8,
Reggiana,1926-01-04,Egisto Pandolfini,Senior,Italian Football Championship,Tier 1,True,0.8,
Torino,1924-06-30,Georg Walter,Senior,Italian Football Championship,1,False,0.0,
Reggiana,1921-06-30,Egisto Lobina,Senior,Italian Football Championship,First Tier,True,0.8,
Cagliari U19,2026-06-30,Giovanni Manuali,Youth,Italian Youth League,Tier 3,False,0.2,
Cagliari Calcio,2022-12-31,Eusebio Di Francesco,Senior,Serie A,1,True,0.8,
Cagliari Calcio,2023-03-22,Walter Zenga,Senior,Serie A,1,True,0.8,
Arezzo,2022-02-04,Massimo Morgia,Senior,Serie D,4,True,0.8,
Frascati,2022-06-29,Giovanni Simeone,Senior,Serie D,4,True,0.8,
Empoli,2020-01-26,Alessio Dionisi,Senior,Serie A,1,True,0.8,
Genoa,2019-10-22,Davide Nicola,Senior,Serie A,1,True,0.8,
Empoli,2019-06-30,Giovanni Martusciello,Senior,Serie A,1,True,0.8,
AS Rom Youth,2015-06-30,Gianluca Grassadonia,Youth,Italian Youth League,Youth,False,0.0,
Roma U17,2014-06-30,Gianluca Grassadonia,Youth,Italian Youth League,Youth,False,0.0,
AS Roma,2013-06-30,,,,,,,"Error code: 400 - {'error': {'message': ""Failed to generate JSON. Please adjust your prompt. See 'failed_generation' for more details."", 'type': 'invalid_request_error', 'code': 'json_validate_failed', 'failed_generation': '{\n    ""club_name"": ""AS Roma"",\n    ""team_level"": ""Senior"",\n    ""manager"": ""Luis Enrique"",\n    ""end_of_spell"": ""2011-11-25"",\n    ""start_of_spell"": ""2011-06-01"",\n    ""league"": ""Serie A"",\n    ""tier"": ""1"",\n    ""sacked"": true,\n    ""probability_of_sacking_true"": 0.8\n  },\n  {\n    ""club_name"": ""AS Roma"",\n    ""team_level"": ""Senior"",\n    ""manager"": ""Zdeněk Zeman"",\n    ""end_of_spell"": ""2011-06-30"",\n    ""start_of_spell"": ""2011-06-01"",\n    ""league"": ""Serie A"",\n    ""tier"": ""1"",\n    ""sacked"": false,\n    ""probability_of_sacking_true"": 0.2\n  }'}}"
AS Rom Youth,2013-02-01,Maurizio Sarri,Youth,Italian Youth League,Youth,False,0.0,
Cagliari Calcio,2022-05-23,Walter Zenga,Senior,Serie A,1,True,0.8,
Cagliari U19,2022-07-01,Giorgio Melis,Youth,Italian Youth League,Youth,False,0.0,
Cagliari U19,2020-08-31,Giorgio Melis,Youth,Italian Youth League,Youth,False,0.0,
Cagliari Youth,2017-10-19,Giovanni Lopez,Youth,Italian Youth League,Youth,True,0.8,
Spezia Calcio,2023-06-30,Vincenzo Italiano,Senior,Serie A,1,False,0.0,
Cagliari Calcio,2021-09-14,Eusebio Di Francesco,Senior,Serie A,1,True,0.8,
SPAL,2020-02-10,Leonardo Semplici,Senior,Serie A,1,True,0.8,
Fiorentina U19,2014-06-30,Serse Cosmi,Youth,Italian Youth League,Youth,True,0.8,
AC Pisa,2011-02-21,Giovanni Bucaro,Senior,Serie C1,3,True,0.8,
Arezzo,2010-05-25,Gianluca Pagliuca,Senior,Serie C1,3,True,0.8,
Arezzo,2009-11-17,Gianluca Pagliuca,Senior,Serie C1,3,True,0.8,
Figline,2009-06-30,Giuseppe Galasso,Senior,Serie C2,4,True,0.8,
Sangimignano,2005-06-30,Giovanni Trapattoni,Senior,Serie C2,Fourth Tier,False,0.0,
Frosinone,2024-06-30,Alessandro Nesta,Senior,Serie B,2,True,0.8,
Hellas Verona,2021-09-14,Ivan Jurić,Senior,Serie A,1,True,0.8,
Cagliari Calcio,2021-02-22,Eusebio Di Francesco,Senior,Serie A,1,True,0.8,
Sampdoria,2019-10-07,Eusebio Di Francesco,Senior,Serie A,1,True,0.8,
AS Roma,2019-03-07,Eusebio Di Francesco,Senior,Serie A,1,True,0.8,
Sassuolo,2017-06-12,Eusebio Di Francesco,Senior,Serie A,1,True,0.8,
Sassuolo,2014-01-28,Eusebio Di Francesco,Senior,Serie A,1,True,0.8,
Lecce,2011-12-04,Ciro Ferrara,Senior,Serie A,1,True,0.8,
Pescara,2011-06-22,Zdeněk Zeman,Senior,Serie B,2,True,0.8,
Pescara U19,2010-01-11,Gianluca Atzori,Youth,Italian Youth Championship,Youth,False,0.0,
Virtus Lanciano,2009-01-27,Gianluca Silvestri,Senior,Serie C1,3,True,0.8,
Val di Sangro,2007-12-15,Giancarlo Rago,Senior,Serie D,4,True,0.8,
AS Roma,2006-06-30,Rudi Garcia,Senior,Serie A,1,True,0.8,
Pisa,2022-09-19,Fabio Grosso,Senior,Serie B,2,True,0.8,
Genoa,2020-12-21,Andrea Ranocchia,Senior,Serie A,1,True,0.8,
Cagliari Calcio,2020-03-03,Siniša Mihajlović,Senior,Serie A,1,True,0.8,
Chievo Verona,2018-04-29,Giuseppe Sannino,Senior,Serie A,1,True,0.8,
Catania,2014-04-06,Vincenzo Montella,Senior,Serie A,1,True,0.8,
Catania,2013-10-20,Vincenzo Montella,Senior,Serie A,1,True,0.8,
Varese,2012-06-10,Gianluca Pagliuca,Senior,Serie B,2,True,0.8,
Vicenza,2011-06-06,Giancarlo Favarin,Senior,Serie C1,Third Tier,True,0.8,
Vicenza,2010-03-28,Giancarlo Favarin,Senior,Serie C1,Third Tier,True,0.8,
Triestina,2009-06-15,Giovanni Fontana,Senior,Serie C1,3,True,0.8,
Bari,2007-02-25,Giuseppe Papadopulo,Senior,Serie A,1,True,0.8,
Brescia,2006-03-01,Carlo Massazza,Senior,Serie A,1,True,0.8,
Cittadella,2005-06-30,Giuseppe Pillon,Senior,Serie C1,Third Tier,False,,
Cittadella,2002-06-30,Giuseppe Papadopulo,Senior,Serie C1,Third Tier,True,0.8,
Barcelona SC,2024-06-30,Gustavo Quinteros,Senior,Ecuadorian Serie A,1,True,0.8,
Brescia,2020-12-07,Luis Roberto Alves da Silva,Senior,Serie A,1,True,0.8,
Brescia,2020-08-20,Luis Enrique,Senior,Serie A,1,False,0.0,
Peñarol,2019-12-31,Tobías Figueroa,Senior,Uruguayan Primera División,1,False,0.0,
US Palermo,2017-04-11,Giovanni Tedesco,Senior,Serie A,1,True,0.8,
Bologna,2015-05-04,Alberto Zaccheroni,Senior,Serie A,1,True,0.8,
Cagliari Calcio,2014-04-07,Zdeněk Zeman,Senior,Serie A,1,True,0.8,
Cagliari Calcio,2013-06-30,Eusebio Di Francesco,Senior,Serie A,1,True,0.8,
Cagliari U19,2012-10-03,Gianluca Atzori,Youth,Italian Youth League,Youth,False,0.0,
Avellino,2024-06-30,Giuseppe Galderisi,Senior,Serie C,4,True,0.8,
Pordenone ,2021-10-16,Alberto Galuppo,Senior,Serie C,3,True,0.8,
SPAL,2021-06-30,Leonardo Semplici,Senior,Serie B,2,True,0.8,
Cremonese,2020-03-04,Ivo Pulga,Senior,Serie C,3,True,0.8,
Cremonese,2019-10-08,Ivo Pulga,Senior,Serie C,3,True,0.8,
Cagliari Calcio,2017-10-17,Zdeněk Zeman,Senior,Serie A,1,True,0.8,
AS Avellino,2015-06-12,Giuseppe Palumbo,Senior,Serie C1,3,True,0.8,
Portosummaga,2012-05-17,Giovanni Trapattoni,Senior,Serie A,1,True,0.8,
Brindisi,2011-06-30,Gianluca Silvestri,Senior,Serie D,4,True,0.8,
Juve Stabia ,2010-05-29,Giovanni Bucaro,Senior,Serie C1,Third Tier,True,0.8,
PAS Lamia,2022-11-14,Kostas Tsanas,Senior,Greek Super League,1,True,0.8,
Apollon Smyrnis,2022-02-26,Juan Ramón Rocha,Senior,Greek Super League,1,True,0.8,
Apollon Smyrnis,2022-01-06,Juan Ramón Rocha,Senior,Greek Super League,1,True,0.8,
AE Larisa,2021-05-09,Dimitris Tofas,Senior,Greek Super League 2,Second Tier,True,0.8,
AE Larisa,2019-06-30,Giannis Taousanis,Senior,Greek Football League,Second Tier,True,0.8,
Como,2016-03-13,Giancarlo Finardi,Senior,Serie D,4,True,0.8,
Cagliari Calcio,2015-06-12,Zdeněk Zeman,Senior,Serie A,1,True,0.8,
Lumezzane,2013-03-19,Gianluca Atzori,Senior,Serie C1,Third Tier,True,0.8,
Cagliari U19,2012-06-14,Gianluca Atzori,Youth,Italian Youth League,Youth,False,0.0,
Cagliari Calcio,2010-06-30,Roberto Donadoni,Senior,Serie A,1,True,0.8,
Pescara,2024-06-30,Massimo Oddo,Senior,Serie C,4,True,0.8,
Foggia,2022-05-26,Giuseppe Pillon,Senior,Serie C,3,True,0.8,
Pescara,2018-03-04,Christian Bucchi,Senior,Serie B,2,True,0.8,
FC Lugano,2016-06-30,Paolo Tramezzani,Senior,Swiss Super League,1,False,0.0,
Cagliari Calcio,2015-04-21,Zdeněk Zeman,Senior,Serie A,1,True,0.8,
Cagliari Calcio,2014-12-23,Zdeněk Zeman,Senior,Serie A,1,True,0.8,
AS Roma,2013-02-02,,,,,,,"Error code: 400 - {'error': {'message': ""Failed to generate JSON. Please adjust your prompt. See 'failed_generation' for more details."", 'type': 'invalid_request_error', 'code': 'json_validate_failed', 'failed_generation': '{\n    ""club_name"": ""AS Roma"",\n    ""team_level"": ""Senior"",\n    ""manager"": ""Luis Enrique"",\n    ""end_of_spell"": ""2011-01-25"",\n    ""start_of_spell"": ""2009-01-12"",\n    ""league"": ""Serie A"",\n    ""tier"": ""1"",\n    ""sacked"": true,\n    ""probability_of_sacking_true"": 0.8\n  },\n  {\n    ""club_name"": ""AS Roma"",\n    ""team_level"": ""Senior"",\n    ""manager"": ""César Ferrando"",\n    ""end_of_spell"": ""2010-01-12"",\n    ""start_of_spell"": ""2008-06-01"",\n    ""league"": ""Serie A"",\n    ""tier"": ""1"",\n    ""sacked"": true,\n    ""probability_of_sacking_true"": 0.7\n  }'}}"
Pescara,2012-06-03,Zdeněk Zeman,Senior,Serie B,2,True,0.8,
Foggia,2011-06-10,Francesco Moriero,Senior,Serie C1,3,True,0.8,
Red Star,2008-09-07,Ljubisa Tumbaković,Senior,Serbian SuperLiga,1,True,0.8,
Lecce,2007-01-04,Dino Zoff,Senior,Serie A,1,True,0.8,
Brescia,2006-06-30,Carlo Corradini,Senior,Serie A,1,True,0.8,
Lecce,2005-06-30,Dino Zoff,Senior,Serie A,1,True,0.8,
Avellino,2004-06-30,Giovanni Varglien,Senior,Serie C1,3,True,0.8,
Salernitana,2002-12-29,Giovanni Bucaro,Senior,Serie C1,3,True,0.8,
Napoli,2000-11-15,"Maradona, Diego",Senior,Serie A,1,True,0.8,
Fenerbahce,2000-01-12,Reinhard Saftig,Senior,Süper Lig,1,True,0.8,
AS Roma,1999-06-06,,,,,,,"Error code: 400 - {'error': {'message': ""Failed to generate JSON. Please adjust your prompt. See 'failed_generation' for more details."", 'type': 'invalid_request_error', 'code': 'json_validate_failed', 'failed_generation': '{\n    ""club_name"": ""AS Roma"",\n    ""team_level"": ""Senior"",\n    ""manager"": ""Zdeněk Zeman"",\n    ""end_of_spell"": ""1997-06-30"",\n    ""start_of_spell"": ""1997-06-01"",\n    ""league"": ""Serie A"",\n    ""tier"": ""1"",\n    ""sacked"": true,\n    ""probability_of_sacking_true"": 0.8\n  },\n  {\n    ""club_name"": ""AS Roma"",\n    ""team_level"": ""Senior"",\n    ""manager"": ""Carlos Bianchi"",\n    ""end_of_spell"": ""1997-06-30"",\n    ""start_of_spell"": ""1996-07-01"",\n    ""league"": ""Serie A"",\n    ""tier"": ""1"",\n    ""sacked"": true,\n    ""probability_of_sacking_true"": 0.7\n  },\n  {\n    ""club_name"": ""AS Roma"",\n    ""team_level"": ""Senior"",\n    ""manager"": ""Zdeněk Zeman"",\n    ""end_of_spell"": ""1997-06-30"",\n    ""start_of_spell"": ""1994-07-01"",\n    ""league"": ""Serie A"",\n    ""tier"": ""1"",\n    ""sacked"": false,\n    ""probability_of_sacking_true"": 0.3\n  }'}}"
Lazio,1997-01-27,Zdeněk Žalčík,Senior,Serie A,1,True,0.8,
Foggia,1994-06-30,Giovanni Boschin,Senior,Serie A,1,True,0.8,
Messina,1989-06-01,Giovanni Mereghi,Senior,Serie C1,Third Tier,True,0.8,
AC Parma,1987-10-26,Giancarlo Corradini,Senior,Serie A,1,True,0.8,
Foggia,1987-04-06,Giancarlo Camolese,Senior,Serie B,2,True,0.8,
Licata,1986-06-30,Giovanni Ferraro,Senior,Serie C2,4,True,0.8,
US Palermo Yout,1983-06-30,Giovanni Maioli,Youth,Italian Youth League,Youth,False,0.0,
Brescia,2018-06-06,Domenico Di Carlo,Senior,Serie B,2,True,0.8,
Cagliari Calcio,2014-06-30,Zdeněk Zeman,Senior,Serie A,1,True,0.8,
Cagliari Calcio,2014-02-18,Zdeněk Zeman,Senior,Serie A,1,True,0.8,
Modena,2012-06-30,Gianluca Pagliuca,Senior,Serie C1,3,True,0.8,
Modena U19,2011-06-30,Gianluca Pagliuca,Youth,Italian Youth League,Youth,False,0.0,
Modena Youth,2005-06-30,Gianluca Vialli,Youth,Italian Youth League,Youth,False,0.0,
Cremonese,2025-06-30,Ivo Pulga,Senior,Serie B,2,True,0.8,
Genoa,2021-11-06,Andrea Mandorlini,Senior,Serie A,1,True,0.8,
Genoa,2018-10-09,Luis Milla,Senior,Serie A,1,True,0.8,
US Palermo,2016-09-05,Giovanni Tedesco,Senior,Serie A,1,True,0.8,
US Palermo,2016-01-11,Giovanni Tedesco,Senior,Serie A,1,True,0.8,
Bologna,2014-06-30,Alberto Zaccheroni,Senior,Serie A,1,True,0.8,
Genoa,2013-06-30,Gian Piero Gasperini,Senior,Serie A,1,True,0.8,
Cagliari Calcio,2012-03-11,Elio Gustinetti,Senior,Serie A,1,True,0.8,
Genoa,2011-06-04,Gian Piero Gasperini,Senior,Serie A,1,True,0.8,
Lazio,2010-02-09,Delio Rossi,Senior,Serie A,1,True,0.8,
US Palermo,2009-06-30,"Rossi, Giuseppe",Senior,Serie A,1,True,0.8,
Cagliari Calcio,2008-05-27,Giorgio Melis,Senior,Serie A,1,True,0.8,
Pescara,2006-10-09,Giovanni Fontana,Senior,Serie C1,3,True,0.8,
Cagliari Calcio,2005-11-08,Giorgio Melis,Senior,Serie A,1,True,0.8,
Sambenedettese,2005-06-30,Giancarlo Favarin,Senior,Serie C2,4,True,0.8,
Parma U19,2004-06-30,Gian Piero Gasperini,Youth,Italian Youth League,Youth,False,0.0,
Parma FC Youth,2003-06-30,Gian Piero Gasperini,Youth,Italian Youth League,Youth,False,0.0,
AC Milan Youth,2002-06-30,Alessandro Costacurta,Youth,Youth League,Youth,False,,
Ravenna U19,1999-06-30,Giuseppe Papadopulo,Youth,Italian Youth Championship,Youth,False,0.0,
AC Cesena Youth,1996-06-30,Giuseppe Caramanno,Youth,Italian Youth League,Youth,False,0.0,
SZ FC,2020-08-11,John Smith,Senior,English Premier League,Tier 1,True,0.8,
Bologna,2018-06-30,Pippo Inzaghi,Senior,Serie A,1,False,,
Parma,2015-06-22,Roberto Manicone,Senior,Serie A,1,True,0.8,
Cagliari Calcio,2011-08-12,Elio Gustinelli,Senior,Serie A,1,True,0.8,
AS Livorno,2006-02-06,Davide Nicola,Senior,Serie A,1,True,0.8,
Genoa,2003-09-21,Luigi Delneri,Senior,Serie A,1,True,0.8,
AS Livorno,2003-06-30,Davide Nicola,Senior,Serie B,2,False,,
Città di Lecco,2002-01-27,Giuseppe Sannino,Senior,Serie C2,4,True,0.8,
Südtirol,2025-06-30,Friedel Rausch,Senior,Serie C,4,False,0.0,
Cosenza,2022-06-15,Marcello Chiorri,Senior,Serie C,3,True,0.8,
Cremonese,2021-01-07,Ivo Pulga,Senior,Serie B,2,True,0.8,
Padova,2019-03-17,Attilio Tesser,Senior,Serie C,Third Tier,True,0.8,
Padova,2018-11-04,Attilio Tessani,Senior,Serie C,4,True,0.8,
Vicenza,2017-04-18,Giovanni Lo Pilato,Senior,Serie C,Third Tier,True,0.8,
Cesena,2014-12-08,Eugenio Corini,Senior,Serie A,1,True,0.8,
Bologna,2011-10-04,Siniša Mihajlović,Senior,Serie A,1,True,0.8,
Cagliari Calcio,2010-11-15,Elio Gustinelli,Senior,Serie A,1,True,0.8,
Cesena,2010-06-22,Enzo Maresca,Senior,Serie A,1,True,0.8,
Foligno,2008-06-04,Giancarlo Fava,Senior,Serie C1,Third Tier,True,0.8,
Prato,2007-06-30,Giancarlo Fava,Senior,Serie C2,4,True,0.8,
Fiorentina,2005-06-30,Paolo Cervone,Senior,Serie A,1,True,0.8,
Cagliari Calcio,2010-06-23,Elio Gustinetti,Senior,Serie A,1,True,0.8,
Cagliari U19,2010-04-12,Gianluca Atzori,Youth,Italian Youth League,Youth,False,0.0,
Triestina,2025-06-30,Gianluca Pagliuca,Senior,Serie D,4,True,0.8,
Modena,2023-05-23,Alessandro Nesta,Senior,Serie C,Third Tier,True,0.8,
Pordenone ,2021-04-03,Alberto Galuppo,Senior,Serie C,3,True,0.8,
Cremonese,2018-04-23,Massimo Moratti,Senior,Serie C,3,True,0.8,
Avellino,2016-05-31,Giuseppe Galderisi,Senior,Serie C,Third Tier,True,0.8,
Avellino,2016-03-22,Giuseppe Papadopulo,Senior,Serie C,Third Tier,True,0.8,
Ternana,2015-06-13,Davide Nicola,Senior,Serie B,2,True,0.8,
Novara,2012-10-31,Attilio Tesser,Senior,Serie A,1,True,0.8,
Novara,2012-01-30,Attilio Tesser,Senior,Serie A,1,True,0.8,
Padova,2009-02-22,Gian Piero Gasperini,Senior,Serie C1,Third Tier,True,0.8,
Mantova,2008-02-24,Giovanni Fontana,Senior,Serie C1,3,True,0.8,
Ascoli,2006-11-05,Giovanni Colella,Senior,Serie C1,Third Tier,True,0.8,
Cagliari Calcio,2005-08-29,Giorgio Melis,Senior,Serie A,1,True,0.8,
Triestina,2005-06-30,Giuseppe Papadopulo,Senior,Serie C1,3,False,,
Südtirol,2003-06-30,Giovanni Fontana,Senior,Serie C2,4,True,0.8,
Venezia FC U19,2001-06-30,Giuseppe Catanese,Youth,Italian Youth League,Youth,False,0.0,
Udinese U19,1996-06-30,Giovanni Fontana,Youth,Italian Youth League,Youth,False,0.0,
Sevegliano,1994-06-30,Giorgio Muggiani,Senior,Serie D,4,True,0.8,
Inter,2016-08-10,Roberto Mancini,Senior,Serie A,1,True,0.8,
Fiorentina,2013-07-20,Delio Rossi,Senior,Serie A,1,True,0.8,
Lazio,2004-06-30,Dino Zoff,Senior,Serie A,1,True,0.8,
Cagliari Calcio,2001-12-17,Nedo Sonetti,Senior,Serie A,1,True,0.8,
Ternana,2001-06-30,Giuseppe Papadopulo,Senior,Serie C1,Third Tier,True,0.8,
Mantova,2013-11-10,Gianluca Pagliuca,Senior,Serie D,4,True,0.8,
Mantova,2013-09-08,Gianluca Pagliuca,Senior,Serie D,4,True,0.8,
Renate,2013-05-13,Giovanni Bucaro,Senior,Serie C1,4,True,0.8,
Pro Sesto,2009-04-27,Gianluca Silvestri,Senior,Serie D,4,True,0.8,
Ternana,2005-09-26,Giuseppe Papadopulo,Senior,Serie C1,3,True,0.8,
Monza ,2005-06-30,Giancarlo Favarin,Senior,Serie C2,4,False,,
Reggiana,2004-02-23,Giovanni Galeone,Senior,Serie B,2,True,0.8,
Cosenza,2003-06-30,Giuseppe Papadopulo,Senior,Serie C1,Third Tier,True,0.8,
Cosenza,2002-11-24,Giuseppe Papadopulo,Senior,Serie C1,3,True,0.8,
Cagliari Calcio,2001-10-15,Silvio Baldini,Senior,Serie A,1,True,0.8,
AC Siena,2001-06-30,,,,,,,"Error code: 400 - {'error': {'message': ""Failed to generate JSON. Please adjust your prompt. See 'failed_generation' for more details."", 'type': 'invalid_request_error', 'code': 'json_validate_failed', 'failed_generation': '{\n    ""club_name"": ""AC Siena"",\n    ""team_level"": ""Senior"",\n    ""manager"": ""Agenio Mazzei"",\n    ""end_of_spell"": ""2001-06-30"",\n    ""start_of_spell"": ""1999-07-01"",\n    ""league"": ""Serie B"",\n    ""tier"": ""2"",\n    ""sacked"": false,\n    ""probability_of_sacking_true"": null\n  },\n  {\n    ""club_name"": ""AC Siena"",\n    ""team_level"": ""Senior"",\n    ""manager"": ""Agenio Mazzei"",\n    ""end_of_spell"": ""2005-06-30"",\n    ""start_of_spell"": ""2001-07-01"",\n    ""league"": ""Serie A"",\n    ""tier"": ""1"",\n    ""sacked"": false,\n    ""probability_of_sacking_true"": null\n  }'}}"
Castel di Sangro,1999-06-30,Giovanni Fontana,Senior,Serie C2,4,True,0.8,
Voghera,1998-06-30,Giorgio Puia,Senior,Serie D,4,True,0.8,
Caratese,1995-06-30,Giorgio Puia,Senior,Serie D,4,True,0.8,
Bastia,1993-06-30,Robert Nouzaret,Senior,Ligue 1,1,False,0.0,
Saronno,1991-06-30,Giancarlo Cadè,Senior,Serie C2,4,True,0.8,
Casertana,2017-05-03,Gennaro Ionni,Senior,Serie C,3,True,0.8,
Robur Siena,2016-06-30,Massimo Morgia,Senior,Serie C1,4,True,0.8,
Foggia,2014-06-30,Francesco Moriero,Senior,Serie C1,Third Tier,True,0.8,
Olbia 1905,2013-06-30,Giovanni Maria,Senior,Serie D,4,True,0.8,
Treviso,2012-06-30,Gianluca Pagliuca,Senior,Serie C1,Third Tier,True,0.8,
Arezzo,2012-03-13,Gianluca Pagliuca,Senior,Serie C1,4,True,0.8,
FC Brasov,2010-07-01,Mihai Stoica,Senior,Liga I,1,True,0.8,
Olymp. Volou,2009-03-05,Giannis Vazaios,Senior,Greek Football League,Second Tier,True,0.8,
Bari,2007-12-28,Giuseppe Papadopulo,Senior,Serie A,1,True,0.8,
TJ Teda,2003-06-30,Ljubomir Radanović,Senior,Chinese Super League,1,True,0.8,
FC Crotone,2002-04-18,Massimo Morgia,Senior,Serie C1,3,True,0.8,
Cagliari Calcio,2001-06-30,Renzo Lombardo,Senior,Serie A,1,True,0.8,
AC Venezia 1907,1999-11-29,Mario Poletti,Senior,Serie C1,Third Tier,True,0.8,
Sporting CP,1999-09-25,João Alves,Senior,Primeira Liga,1,True,0.8,
Piacenza,1999-06-30,Giovanni Galeone,Senior,Serie A,1,True,0.8,
Brescia,1997-11-30,Carlo Massazza,Senior,Serie A,1,True,0.8,
Padova,1997-03-10,Giovanni Benetti,Senior,Serie C1,Third Tier,True,0.8,
Bari,1995-12-04,Giovanni Bartolini,Senior,Serie A,1,True,0.8,
Casertana,1992-06-30,Giovanni Mazzei,Senior,Serie C1,Third Tier,True,0.8,
Messina,1991-03-13,Giovanni Maiellaro,Senior,Serie C1,Third Tier,True,0.8,
Lazio,1990-06-30,Dino Zoff,Senior,Serie A,1,False,,
AC Pisa,1988-06-30,Giovanni Meregalli,Senior,Serie C1,Third Tier,True,0.8,
